# PROVENANCE -- reproducible from the original with tools/fielddata/extract_ride_fixture.py
#   source file    i188577527.fit (not committed: carries GPS and heart rate)
#   device         garmin_product 4440, firmware 32.2; recorded on 2026-09-20 (date only: the start
#                  time is dropped so relative seconds cannot be turned into clock times)
#   ours           developer_data_index 3, application_id 24ec02815a2643ac8e47d1f1bc7bceb4 (manifest id is fc13e61e7ca54c998c7a7c64f0ef4434)
#   CRC            verified by fitparse check_crc=True
#   values         record messages (FIT global 20) in file order; t = seconds since the
#                  first record; power = native field 7 (W); PCr_J / GLY_J = this app's
#                  developer fields 0 / 1, float32, written with 9 significant digits
#                  (exact round-trip)
#   absence        an EMPTY cell means the field was absent from that record; 0 W is a
#                  real power reading. Record fields latch (FACTS.md 3.3), so a repeated
#                  value can be a steady state or a re-emitted one.
#   columns        read BY NAME; a loader must refuse a row whose cell count differs
#                  from the header's.
#   cross-checks   records 11903; first PCr_J 5368, GLY_J 16104; last t 15140
t,power,PCr_J,GLY_J
14218,283,5118.9248,12302.3828
14219,210,5066.86475,12240.9463
14220,141,5068.50684,12245.0508
14221,111,5072.64893,12250.6064
14222,122,5077.7998,12256.7051
14223,221,5082.48438,12262.6074
14224,221,5087.08545,12268.4893
14225,199,5088.24414,12272.3301
14226,144,5090.14697,12276.6406
14227,86,5093.88623,12282.0811
14228,70,5099.51465,12288.5586
14229,171,5105.53906,12295.251
14230,156,5108.21631,12300.1221
14231,113,5111.34033,12305.2949
14232,74,5115.77246,12311.2842
14233,148,5121.32568,12317.8926
14234,145,5124.52734,12323.1904
14235,117,5127.7832,12328.5498
14236,75,5131.81396,12334.4258
14237,82,5136.98975,12340.9795
14238,9,5141.85156,12347.4121
14239,0,5148.62158,12354.7217
14240,0,5155.42432,12362.0908
14241,0,5162.03076,12369.46
14242,0,5168.42139,12376.8008
14243,0,5174.62158,12384.1338
14244,0,5180.63086,12391.4521
14245,0,5186.45508,12398.7568
14246,0,5192.09961,12406.0469
14247,0,5197.57568,12413.3301
14248,0,5202.86719,12420.5771
14249,0,5208.01123,12427.8311
14250,0,5212.99609,12435.0713
14251,0,5217.82227,12442.29
14252,0,5222.49512,12449.4873
14253,0,5227.02832,12456.6777
14254,0,5231.42578,12463.8613
14255,0,5235.68311,12471.0234
14256,0,5239.80908,12478.1709
14257,0,5243.80322,12485.2979
14258,0,5247.67773,12492.418
14259,0,5251.43652,12499.5312
14260,0,5255.0752,12506.623
14261,0,5258.59766,12513.6934
14262,0,5262.01807,12520.7646
14263,0,5265.3291,12527.8145
14264,0,5268.5376,12534.8506
14265,0,5271.64648,12541.873
14266,0,5274.65625,12548.875
14267,0,5277.57861,12555.877
14268,0,5280.40479,12562.8506
14269,0,5283.146,12569.8174
14270,0,5285.80469,12576.7773
14271,0,5288.37842,12583.7168
14272,0,5290.86963,12590.6357
14273,0,5293.28809,12597.5547
14274,0,5295.62939,12604.4531
14275,0,5297.89795,12611.3379
14276,0,5300.09375,12618.2031
14277,0,5302.22363,12625.0615
14278,0,5304.28711,12631.9062
14279,0,5306.28809,12638.7441
14280,0,5308.2251,12645.5615
14281,0,5310.1001,12652.3594
14282,0,5311.92041,12659.1572
14283,0,5313.68018,12665.9277
14284,0,5315.38867,12672.6992
14285,0,5317.04053,12679.4434
14286,0,5318.64258,12686.1807
14287,0,5320.19482,12692.9053
14288,36,5321.7002,12699.623
14289,170,5322.9502,12705.9863
14290,167,5323.42285,12710.3506
14291,236,5323.90723,12714.7646
14292,256,5324.01074,12717.877
14293,268,5244.13379,12681.0215
14294,239,5177.16309,12624.0205
14295,209,5177.53857,12627.1602
14296,214,5178.6167,12630.873
14297,201,5179.57422,12634.4932
14298,186,5180.8252,12638.3496
14299,224,5182.41504,12642.4951
14300,280,5183.12305,12645.9043
14301,254,5114.93457,12596.4531
14302,204,5114.96582,12599.3457
14303,159,5116.54883,12603.1787
14304,132,5119.51904,12607.8877
14305,156,5123.28027,12613.0801
14306,205,5126.25928,12617.8271
14307,234,5127.74414,12621.624
14308,179,5128.36475,12624.8633
14309,111,5130.60303,12629.1553
14310,105,5134.81348,12634.666
14311,111,5139.11816,12640.2568
14312,29,5143.1792,12645.75
14313,0,5149.43506,12652.292
14314,0,5156.29199,12659.0762
14315,0,5162.94238,12665.8535
14316,0,5169.38525,12672.6182
14317,0,5175.63379,12679.376
14318,0,5181.67529,12686.1074
14319,0,5187.53467,12692.832
14320,0,5193.20557,12699.5371
14321,0,5198.71045,12706.2422
14322,0,5204.03809,12712.9268
14323,0,5209.19971,12719.5986
14324,0,5214.2002,12726.2578
14325,0,5219.04883,12732.9102
14326,0,5223.73682,12739.5361
14327,0,5228.2876,12746.1621
14328,0,5232.69141,12752.7686
14329,0,5236.95752,12759.3623
14330,0,5241.08643,12765.9365
14331,0,5245.08984,12772.5039
14332,0,5248.97217,12779.0654
14333,0,5252.7251,12785.6006
14334,0,5256.36084,12792.123
14335,0,5259.88965,12798.6455
14336,0,5263.30469,12805.1484
14337,0,5266.61572,12811.6455
14338,0,5269.81641,12818.1172
14339,0,5272.91992,12824.582
14340,0,5275.9292,12831.041
14341,0,5278.84131,12837.4805
14342,0,5281.65918,12843.9014
14343,0,5284.39111,12850.3154
14344,0,5287.0376,12856.7168
14345,0,5289.60352,12863.1123
14346,0,5292.0835,12869.4824
14347,0,5294.49072,12875.8525
14348,0,5296.81738,12882.1973
14349,0,5299.07129,12888.5303
14350,0,5301.2583,12894.8633
14351,0,5303.37451,12901.1768
14352,0,5305.42236,12907.4717
14353,0,5307.41162,12913.7734
14354,0,5309.33057,12920.0381
14355,0,5311.19434,12926.3086
14356,0,5312.99951,12932.5674
14357,0,5314.74414,12938.8008
14358,0,5316.4375,12945.0342
14359,0,5318.07422,12951.2432
14360,0,5319.6626,12957.4521
14361,0,5321.20068,12963.6494
14362,0,5322.68555,12969.8154
14363,0,5324.12793,12975.9883
14364,0,5325.521,12982.1299
14365,0,5326.87402,12988.2783
14366,0,5328.18408,12994.415
14367,0,5329.4502,13000.5273
14368,0,5330.67773,13006.6338
14369,0,5331.86621,13012.7275
14370,0,5333.01758,13018.8096
14371,0,5334.13135,13024.874
14372,0,5335.21289,13030.9443
14373,0,5336.25635,13036.9785
14374,0,5337.26953,13043.0186
14375,0,5338.25049,13049.0469
14376,0,5339.19873,13055.0518
14377,0,5340.11865,13061.0566
14378,0,5341.00781,13067.0381
14379,0,5341.86963,13073.0137
14380,0,5342.70508,13078.9834
14381,0,5343.51221,13084.9287
14382,0,5344.29541,13090.875
14383,0,5345.05225,13096.7979
14384,0,5345.78564,13102.7148
14385,0,5346.49609,13108.6201
14386,0,5347.18359,13114.5137
14387,0,5347.8501,13120.4014
14388,0,5348.49365,13126.2598
14389,0,5349.11914,13132.1299
14390,0,5349.72314,13137.9717
14391,0,5350.30811,13143.8076
14392,0,5350.87549,13149.6377
14393,0,5351.42383,13155.4502
14394,0,5351.9541,13161.2402
14395,0,5352.46924,13167.042
14396,0,5352.96729,13172.8203
14397,0,5353.44922,13178.5869
14398,0,5353.91553,13184.3369
14399,0,5354.36719,13190.0811
14400,0,5354.80469,13195.8145
14401,0,5355.22852,13201.542
14402,0,5355.63867,13207.2529
14403,0,5356.03564,13212.9521
14404,0,5356.41992,13218.6406
14405,0,5356.79199,13224.3174
14406,0,5357.15234,13229.9834
14407,0,5357.50049,13235.6328
14408,0,5357.83789,13241.2705
14409,0,5358.16504,13246.9082
14410,0,5358.48145,13252.5352
14411,0,5358.7876,13258.1455
14412,0,5359.0835,13263.7334
14413,0,5359.37061,13269.3271
14414,0,5359.64844,13274.9102
14415,0,5359.91699,13280.4707
14416,0,5360.17725,13286.0205
14417,0,5360.42969,13291.5762
14418,0,5360.67334,13297.1094
14419,0,5360.90918,13302.626
14420,0,5361.1377,13308.1377
14421,0,5361.35938,13313.6436
14422,0,5361.57373,13319.1338
14423,0,5361.78076,13324.6133
14424,0,5361.98096,13330.0762
14425,0,5362.17529,13335.5391
14426,0,5362.36328,13340.9863
14427,0,5362.54492,13346.417
14428,0,5362.7207,13351.8369
14429,0,5362.8916,13357.2627
14430,0,5363.05664,13362.6611
14431,0,5363.21631,13368.0498
14432,0,5363.37109,13373.4385
14433,0,5363.521,13378.8164
14434,0,5363.66553,13384.1729
14435,0,5363.80566,13389.5244
14436,0,5363.94141,13394.8701
14437,0,5364.07275,13400.2002
14438,0,5364.19971,13405.5195
14439,0,5364.32275,13410.8232
14440,0,5364.44189,13416.1221
14441,0,5364.55713,13421.4102
14442,0,5364.66846,13426.6826
14443,2,5364.77637,13431.9551
14444,0,5364.87988,13437.1992
14445,0,5364.98096,13442.4404
14446,0,5365.0791,13447.6826
14447,0,5365.17383,13452.9033
14448,0,5365.26562,13458.1191
14449,0,5365.35449,13463.3301
14450,0,5365.44043,13468.5205
14451,0,5365.52344,13473.7109
14452,0,5365.60352,13478.8809
14453,0,5365.68115,13484.0508
14454,0,5365.75635,13489.2109
14455,0,5365.8291,13494.3506
14456,0,5365.89941,13499.4854
14457,0,5365.96777,13504.6152
14458,0,5366.03369,13509.7246
14459,0,5366.09766,13514.8242
14460,0,5366.15967,13519.918
14461,0,5366.21973,13525.0117
14462,0,5366.27734,13530.0811
14463,0,5366.3335,13535.1455
14464,0,5366.3877,13540.1992
14465,0,5366.44043,13545.248
14466,0,5366.49121,13550.2725
14467,0,5366.54053,13555.3018
14468,0,5366.58789,13560.3213
14469,0,5366.63379,13565.3213
14470,0,5366.67822,13570.3164
14471,0,5366.72119,13575.2969
14472,0,5366.7627,13580.2725
14473,0,5366.80322,13585.248
14474,0,5366.84229,13590.1992
14475,0,5366.87988,13595.1504
14476,0,5366.9165,13600.082
14477,0,5366.95166,13605.0137
14478,0,5366.98584,13609.9258
14479,0,5367.01904,13614.8379
14480,0,5367.05127,13619.7354
14481,0,5367.08203,13624.623
14482,0,5367.11182,13629.501
14483,0,5367.14062,13634.3643
14484,0,5367.16895,13639.2236
14485,0,5367.19629,13644.0732
14486,0,5367.22266,13648.918
14487,0,5367.24805,13653.748
14488,0,5367.27246,13658.5645
14489,0,5367.29639,13663.3857
14490,0,5367.31934,13668.1777
14491,0,5367.3418,13672.9746
14492,0,5367.36328,13677.748
14493,0,5367.38428,13682.5312
14494,7,5367.4043,13687.2949
14495,98,5367.42334,13692.0049
14496,141,5367.43506,13695.9629
14497,231,5367.44336,13699.4326
14498,223,5367.44531,13701.708
14499,231,5367.44775,13704.0869
14500,242,5367.44922,13706.3584
14501,265,5367.4502,13708.4854
14502,284,5287.18799,13671.5205
14503,281,5215.83984,13610.8457
14504,261,5158.51904,13543.1836
14505,263,5117.38135,13483.1221
14506,275,5080.56152,13420.668
14507,253,5043.21143,13349.8105
14508,230,5043.29346,13352.085
14509,218,5044.3208,13354.7021
14510,238,5045.83936,13357.5039
14511,257,5046.5332,13359.999
14512,259,5012.9624,13316.8506
14513,241,4983.19531,13270.7549
14514,227,4983.87598,13273.2861
14515,199,4985.23389,13276.0273
14516,161,4987.94043,13279.2051
14517,134,4992.45166,13282.9707
14518,147,4998.19092,13287.1279
14519,163,5003.23584,13291.0918
14520,141,5007.47559,13294.8115
14521,135,5012.66895,13298.8516
14522,153,5018.05225,13302.9668
14523,157,5022.56836,13306.8242
14524,174,5026.84814,13310.6133
14525,202,5030.34229,13314.1396
14526,229,5032.60547,13317.2285
14527,237,5033.7085,13319.8965
14528,229,5034.46826,13322.4355
14529,182,5035.56738,13325.1035
14530,168,5038.63477,13328.4863
14531,200,5042.26074,13332.0811
14532,227,5044.53027,13335.1836
14533,203,5045.67676,13337.8652
14534,194,5047.79639,13340.9092
14535,219,5050.27148,13344.0947
14536,257,5051.71826,13346.8857
14537,275,5011.11963,13327.0195
14538,265,4970.52002,13291.5039
14539,175,4941.50586,13256.665
14540,192,4945.81494,13260.248
14541,228,4949.16797,13263.5518
14542,249,4950.59521,13266.2871
14543,250,4950.91162,13268.7012
14544,250,4951.22705,13271.1084
14545,284,4951.49023,13273.5039
14546,299,4910.71924,13239.499
14547,288,4870.07764,13192.0879
14548,283,4839.28125,13147.4854
14549,267,4813.74512,13104.4248
14550,263,4813.74512,13104.4248
14551,278,4782.78125,13043.0059
14552,267,4764.30566,13002.2979
14553,267,4746.95361,12961.9424
14554,259,4733.75879,12929.8896
14555,270,4723.53564,12904.1602
14556,267,4710.79932,12871.1621
14557,238,4699.42236,12840.9697
14558,272,4700.83105,12843.9316
14559,277,4687.49023,12812.417
14560,274,4673.38525,12777.7158
14561,274,4660.72949,12745.5293
14562,257,4648.63525,12713.9238
14563,245,4641.61084,12695.1494
14564,244,4642.50586,12698.1162
14565,239,4643.49121,12701.1045
14566,238,4644.92041,12704.1748
14567,241,4646.43896,12707.2666
14568,239,4647.68457,12710.2949
14569,247,4649.1084,12713.3633
14570,253,4649.81787,12716.2783
14571,255,4649.99512,12719.0869
14572,272,4649.99512,12719.0869
14573,312,4631.75146,12701.4756
14574,267,4598.77295,12659.3379
14575,349,4587.21582,12641.5186
14576,317,4547.14453,12570.7559
14577,292,4520.75391,12519.1562
14578,218,4503.92334,12483.5488
14579,234,4507.83838,12487.2383
14580,248,4510.04834,12490.6025
14581,252,4510.7832,12493.6924
14582,199,4511.09766,12496.7012
14583,130,4516.97119,12500.7549
14584,13,4530.00684,12506.1416
14585,13,4542.83301,12511.5156
14586,0,4567.26562,12518.4619
14587,0,4591.00439,12525.4014
14588,0,4615.28369,12532.4424
14589,0,4638.83398,12539.4766
14590,0,4661.63135,12546.4893
14591,0,4683.7002,12553.4814
14592,0,4705.10645,12560.4668
14593,0,4725.86914,12567.4453
14594,0,4745.96729,12574.4033
14595,0,4765.40332,12581.334
14596,0,4784.29297,12588.2715
14597,0,4802.57764,12595.1885
14598,0,4820.29443,12602.0918
14599,0,4837.46045,12608.9814
14600,0,4854.07666,12615.8506
14601,0,4870.2085,12622.7207
14602,0,4885.82275,12629.5703
14603,0,4900.95166,12636.4062
14604,0,4915.62402,12643.2354
14605,0,4929.81152,12650.0381
14606,0,4943.57129,12656.834
14607,0,4956.91553,12663.623
14608,0,4969.81836,12670.3848
14609,34,4982.34424,12677.1475
14610,185,4992.85107,12683.5801
14611,185,5003.06396,12689.9941
14612,271,5006.21143,12694.0928
14613,250,4959.90625,12672.46
14614,223,4960.1582,12675.3613
14615,210,4961.76709,12678.7568
14616,220,4964.02051,12682.3955
14617,252,4965.76367,12685.8408
14618,263,4965.9126,12688.6924
14619,261,4933.45996,12668.1699
14620,267,4908.82275,12643.6426
14621,261,4885.56689,12613.3281
14622,246,4867.7002,12585.3936
14623,215,4868.25391,12588.4434
14624,204,4870.70947,12592.0811
14625,212,4873.82568,12595.9297
14626,216,4876.43945,12599.6211
14627,174,4878.79541,12603.2275
14628,153,4883.65625,12607.6387
14629,169,4889.7417,12612.458
14630,226,4894.79883,12616.9619
14631,246,4896.48633,12620.3574
14632,202,4897.0083,12623.373
14633,189,4900.0791,12627.2266
14634,211,4903.87842,12631.3271
14635,230,4906.38867,12634.9932
14636,211,4907.80908,12638.2959
14637,180,4910.30371,12641.9619
14638,177,4914.5293,12646.2188
14639,209,4918.88428,12650.5273
14640,242,4921.42578,12654.2119
14641,241,4922.1416,12657.2754
14642,233,4922.90967,12660.3486
14643,223,4924.11719,12663.5732
14644,192,4925.86572,12666.9775
14645,167,4929.30127,12670.9785
14646,182,4934.05469,12675.4395
14647,243,4937.96338,12679.6211
14648,253,4938.59961,12682.6406
14649,238,4938.70557,12685.4766
14650,225,4939.60449,12688.5791
14651,219,4941.18945,12691.9238
14652,214,4943.08447,12695.3779
14653,221,4945.23584,12698.9268
14654,247,4947.00928,12702.3369
14655,247,4947.42432,12705.2607
14656,252,4947.83936,12708.1855
14657,236,4947.99512,12711.0215
14658,225,4948.97998,12714.1406
14659,237,4950.53174,12717.46
14660,238,4951.4585,12720.5518
14661,216,4952.33301,12723.626
14662,225,4954.33496,12727.1045
14663,263,4955.86914,12730.415
14664,288,4931.23145,12719.043
14665,275,4898.8501,12691.4785
14666,282,4877.79297,12666.6016
14667,250,4856.72998,12635.8418
14668,177,4857.04492,12638.7744
14669,212,4861.9458,12643.0879
14670,234,4864.62744,12646.7295
14671,256,4865.9292,12649.9453
14672,272,4854.25586,12637.165
14673,282,4837.68604,12614.1777
14674,275,4819.19678,12583.9463
14675,272,4804.85938,12557.502
14676,266,4792.60156,12532.7168
14677,254,4783.0835,12512.043
14678,251,4783.15527,12515.0049
14679,267,4783.44189,12518.0176
14680,277,4772.91699,12499.3076
14681,283,4759.90186,12473.7256
14682,288,4745.87451,12443.9307
14683,297,4731.04199,12410.4287
14684,312,4714.2334,12370.5508
14685,314,4693.75293,12319.9912
14686,325,4673.31543,12267.8701
14687,330,4650.35303,12207.7236
14688,320,4626.55762,12144.0039
14689,302,4605.91309,12087.7012
14690,276,4590.37793,12044.6826
14691,200,4581.94873,12021.043
14692,161,4587.15381,12025.6172
14693,119,4595.96631,12031.0488
14694,130,4608.5874,12037.3496
14695,130,4621.00537,12043.6406
14696,130,4632.24609,12049.7109
14697,129,4643.30908,12055.7666
14698,134,4654.28467,12061.8271
14699,136,4664.67773,12067.7842
14700,136,4674.75244,12073.6914
14701,140,4684.68506,12079.5898
14702,140,4694.14844,12085.3984
14703,136,4703.48291,12091.1982
14704,144,4713.02002,12097.0771
14705,149,4721.78174,12102.7783
14706,156,4730.03857,12108.3672
14707,165,4737.65332,12113.8008
14708,161,4744.49463,12119.0342
14709,159,4751.55664,12124.3418
14710,139,4758.6958,12129.6895
14711,137,4767.22412,12135.4453
14712,133,4775.78857,12141.2393
14713,160,4784.51025,12147.0986
14714,167,4791.20312,12152.3945
14715,148,4797.32129,12157.5244
14716,127,4804.70459,12163.0625
14717,118,4813.41602,12169.0068
14718,111,4822.59766,12175.1123
14719,109,4832.09082,12181.3369
14720,110,4841.55078,12187.5879
14721,122,4850.7915,12193.8174
14722,164,4859.104,12199.8037
14723,146,4864.7124,12204.9502
14724,140,4871.34473,12210.4521
14725,124,4878.25781,12216.0713
14726,109,4886.03271,12221.998
14727,86,4894.55371,12228.1836
14728,80,4904.23584,12234.7393
14729,92,4914.07812,12241.3906
14730,109,4923.02686,12247.8213
14731,119,4930.91748,12253.9785
14732,112,4938.12451,12259.9346
14733,105,4945.57959,12266.0068
14734,109,4953.26562,12272.1924
14735,135,4960.60498,12278.292
14736,148,4966.53809,12283.9102
14737,131,4971.75781,12289.2715
14738,120,4977.71729,12294.9443
14739,119,4984.12207,12300.8242
14740,112,4990.46338,12306.707
14741,101,4997.01611,12312.7002
14742,97,5003.95215,12318.8711
14743,104,5010.95068,12325.1104
14744,111,5017.51221,12331.2236
14745,109,5023.65625,12337.207
14746,121,5029.76562,12343.2031
14747,154,5035.28027,12348.9844
14748,169,5039.36963,12354.1309
14749,164,5042.80957,12358.9678
14750,143,5046.41211,12363.8994
14751,131,5050.79346,12369.2344
14752,118,5055.58398,12374.7939
14753,114,5060.80322,12380.5859
14754,115,5066.08105,12386.4336
14755,103,5071.23242,12392.2549
14756,108,5076.72559,12398.2637
14757,128,5081.95166,12404.1914
14758,147,5086.38232,12409.7539
14759,151,5090.09229,12414.9521
14760,135,5093.61523,12420.0615
14761,129,5097.63721,12425.4775
14762,133,5101.79102,12430.9844
14763,155,5105.75586,12436.415
14764,178,5108.96143,12441.4268
14765,195,5111.39502,12445.9658
14766,206,5113.27588,12450.1582
14767,207,5114.80225,12454.126
14768,204,5116.28613,12458.0605
14769,194,5117.85498,12462.0557
14770,194,5119.41455,12466.0469
14771,186,5121.26855,12470.2363
14772,174,5123.35205,12474.5879
14773,175,5125.77295,12479.165
14774,159,5128.14307,12483.7217
14775,136,5130.96289,12488.5918
14776,124,5134.41113,12493.8779
14777,103,5138.15625,12499.376
14778,95,5142.43701,12505.2236
14779,1,5146.85156,12511.1748
14780,0,5153.73096,12518.2354
14781,0,5160.42432,12525.29
14782,0,5166.9043,12532.3242
14783,0,5173.1958,12539.3584
14784,0,5179.28613,12546.3721
14785,0,5185.19385,12553.3789
14786,0,5190.9126,12560.3643
14787,0,5196.44824,12567.3291
14788,0,5201.81787,12574.2871
14789,0,5207.02051,12581.2314
14790,0,5212.05664,12588.1553
14791,0,5216.94629,12595.0791
14792,0,5221.6792,12601.9824
14793,0,5226.26514,12608.8721
14794,0,5230.7041,12615.7422
14795,0,5235.01807,12622.6191
14796,0,5239.18506,12629.4619
14797,0,5243.23047,12636.3047
14798,0,5247.14258,12643.1201
14799,0,5250.93652,12649.9297
14800,0,5254.6123,12656.7256
14801,0,5258.17383,12663.5078
14802,0,5261.62451,12670.2773
14803,0,5264.9707,12677.04
14804,0,5268.20312,12683.7686
14805,0,5271.34424,12690.5049
14806,20,5274.38428,12697.2207
14807,175,5277.09863,12703.752
14808,175,5279.73486,12710.2705
14809,210,5280.60742,12714.541
14810,192,5281.09277,12718.1416
14811,151,5281.76904,12722.0791
14812,229,5282.87646,12726.7676
14813,304,5283.1499,12730.001
14814,266,5192.87695,12688.4248
14815,46,5143.91455,12646.7871
14816,245,5149.67529,12653.1416
14817,331,5149.94434,12656.1504
14818,357,5073.71924,12581.7275
14819,369,4997.75977,12483.9668
14820,373,4926.03076,12372.7871
14821,367,4859.59277,12255.0195
14822,360,4800.28564,12138.7168
14823,354,4747.10205,12025.9482
14824,347,4698.60693,11916.5654
14825,336,4654.56396,11812.1914
14826,323,4615.56152,11715.9893
14827,302,4581.72168,11629.749
14828,260,4554.92529,11559.6035
14829,206,4540.47412,11520.9258
14830,206,4526.73584,11483.4736
14831,173,4531.58838,11488.4854
14832,167,4539.66406,11494.3379
14833,157,4548.24854,11500.334
14834,176,4557.69287,11506.5576
14835,234,4565.24268,11512.3174
14836,238,4567.23145,11516.5928
14837,196,4568.83447,11520.7568
14838,199,4574.39844,11525.9893
14839,220,4579.6333,11531.1289
14840,215,4582.89062,11535.7383
14841,199,4586.59863,11540.4697
14842,207,4591.75586,11545.5928
14843,236,4596.14795,11550.5068
14844,209,4597.88037,11554.6973
14845,200,4602.05762,11559.5508
14846,216,4607.03613,11564.6377
14847,222,4610.54053,11569.3086
14848,236,4613.49268,11573.8242
14849,255,4615.18604,11577.9893
14850,241,4615.18604,11577.9893
14851,227,4616.43115,11582.0283
14852,223,4618.91504,11586.4033
14853,231,4621.75049,11590.8818
14854,220,4623.86768,11595.1533
14855,197,4626.94336,11599.6885
14856,188,4632.03027,11604.8057
14857,208,4637.85596,11610.1328
14858,241,4641.91113,11614.9521
14859,249,4643.11377,11618.958
14860,233,4643.62939,11622.7773
14861,210,4645.51367,11626.9658
14862,201,4649.36572,11631.7275
14863,218,4653.95947,11636.7031
14864,231,4657.08447,11641.2461
14865,232,4659.10498,11645.4697
14866,219,4661.03809,11649.6699
14867,198,4664.05029,11654.1748
14868,159,4668.80469,11659.2002
14869,151,4676.7749,11665.1855
14870,151,4685.2876,11671.333
14871,149,4693.69727,11677.4717
14872,146,4702.18164,11683.6611
14873,152,4710.79883,11689.9111
14874,141,4718.82227,11696.001
14875,144,4727.5874,11702.3281
14876,146,4736.04199,11708.6035
14877,143,4744.22021,11714.8115
14878,125,4752.50879,11721.0723
